# NR     X       Y     V    eV    I    eI    Ha   eHa   LgT eLgT   LgL eLgL  LgHa   EW   Mass Age LgMdot
 733 3261.46 2728.06 20.19 0.02 19.17 0.03 18.67 0.14  3.70 0.02  1.38 0.06 -1.49  -13.4 2.2  0.3 -6.69
 734 3262.35 3418.47 21.28 0.09 20.60 0.02 19.61 0.16  3.79 0.04  0.85 0.07 -1.73  -26.6 1.6  6.0 -7.25
 735 3267.34 3112.41 22.64 0.06 21.64 0.05 20.12 0.19  3.71 0.03  0.39 0.07 -1.84  -61.1 1.4  2.1 -7.34
 736 3268.16 1580.29 21.68 0.04 20.85 0.02 19.36 0.20  3.75 0.03  0.72 0.07 -1.55  -54.4 1.8  3.5 -7.08
 737 3269.86 3355.53 22.92 0.06 21.15 0.06 20.39 0.13  3.59 0.02  0.63 0.06 -2.04  -27.9 0.5  0.0 -6.79
 738 3270.63 1608.37 22.03 0.03 21.21 0.02 19.78 0.16  3.75 0.03  0.58 0.07 -1.72  -50.9 1.5  5.3 -7.26
 739 3270.70 2804.04 22.48 0.03 21.41 0.03 20.28 0.20  3.69 0.02  0.48 0.06 -1.95  -38.5 1.4  1.5 -7.39
 740 3270.90 3942.17 18.60 0.05 19.01 0.03 16.86 0.23  4.54 3.73  3.17 3.73 -0.52  -76.8 2.2  0.5 -6.51
 741 3272.80 1976.20 22.97 0.06 21.84 0.03 19.98 0.17  3.68 0.02  0.31 0.06 -1.75  -93.4 1.2  2.0 -7.20
 742 3273.54 2810.80 19.78 0.01 19.08 0.01 18.56 0.11  3.78 0.03  1.46 0.07 -1.48  -11.1 2.7  1.5 -6.89
 743 3274.27  209.94 20.34 0.02 20.21 0.03 18.97 0.14  3.93 0.03  1.20 0.07 -1.45  -33.0 1.8  6.9 -7.12
 744 3276.58 2992.11 20.26 0.04 19.37 0.06 17.96 0.17  3.73 0.03  1.31 0.07 -0.99  -51.1 2.7  0.5 -6.38
 745 3280.97 3319.86 22.68 0.06 21.70 0.03 20.23 0.14  3.71 0.03  0.37 0.07 -1.89  -57.5 1.4  3.3 -7.41
 746 3281.47 1630.97 20.39 0.03 20.21 0.02 18.49 0.20  3.92 0.03  1.18 0.07 -1.19  -62.1 1.8  6.9 -6.83
 747 3286.30  206.64 20.20 0.03 20.15 0.03 18.18 0.18  3.96 0.04  1.28 0.07 -1.04  -85.7 1.9 17.7 -6.75
 748 3286.51 2582.12 19.73 0.01 18.76 0.02 18.17 0.06  3.71 0.02  1.54 0.06 -1.25  -15.7 2.8  0.3 -6.51
 749 3291.70 1346.67 22.87 0.07 21.93 0.02 20.42 0.15  3.72 0.03  0.28 0.07 -1.96  -59.7 1.3  5.7 -7.53
 750 3292.54 2876.36 19.05 0.02 19.11 0.03 18.48 0.12  4.03 0.10  1.85 0.12 -1.47  -10.0 2.7 11.5 -7.18
 751 3293.00 1391.15 21.34 0.05 20.65 0.02 19.05 0.21  3.78 0.03  0.83 0.07 -1.41  -59.7 1.6  6.2 -6.92
 752 3295.76 2880.07 20.59 0.05 19.78 0.04 18.89 0.18  3.75 0.03  1.15 0.07 -1.47  -23.8 2.4  1.2 -6.93
 753 3296.98 3296.70 22.62 0.05 21.72 0.02 20.40 0.18  3.73 0.03  0.36 0.07 -1.98  -45.8 1.4  5.0 -7.55
 754 3297.07 1935.11 22.39 0.03 21.57 0.03 20.78 0.19  3.75 0.03  0.43 0.07 -2.25  -20.3 1.3  7.6 -7.81
 755 3298.14 2303.31 21.51 0.04 20.45 0.04 19.78 0.11  3.69 0.02  0.87 0.06 -1.86  -19.0 1.6  0.7 -7.18
 756 3299.27 2031.04 22.06 0.03 21.10 0.02 19.87 0.08  3.71 0.02  0.61 0.06 -1.78  -42.3 1.6  1.6 -7.27
 757 3300.86 2781.54 21.29 0.03 20.48 0.03 19.23 0.17  3.75 0.03  0.87 0.07 -1.53  -39.9 1.9  2.7 -7.03
 758 3304.38 3540.01 18.52 0.02 18.71 0.02 17.49 0.16  4.20 0.16  2.45 0.17 -0.88  -27.0 3.9  7.4 -6.81
 759 3305.13 3053.45 22.04 0.08 20.81 0.05 19.79 0.18  3.66 0.02  0.73 0.06 -1.77  -34.8 0.9  0.4 -6.86
 760 3306.53 2315.35 18.17 0.02 18.47 0.02 17.45 0.13  4.40 0.19  3.05 0.20 -0.94  -17.7 4.9  0.6 -7.06
 761 3307.84 2077.62 23.14 0.04 21.72 0.03 20.86 0.20  3.64 0.02  0.37 0.06 -2.22  -29.4 0.7  0.6 -7.28
 762 3310.72 2144.98 20.20 0.03 19.32 0.02 18.68 0.16  3.73 0.03  1.33 0.07 -1.45  -16.0 2.7  0.5 -6.84
 763 3310.89 2545.26 20.82 0.04 20.36 0.04 18.20 0.16  3.84 0.03  1.02 0.07 -1.03 -105.7 1.6  6.9 -6.58
 764 3311.29 2832.97 19.70 0.03 19.58 0.04 18.02 0.17  3.93 0.03  1.46 0.07 -1.02  -50.3 2.1  4.3 -6.63
 765 3311.75 2157.10 19.08 0.02 19.15 0.02 18.44 0.12  4.04 0.11  1.87 0.13 -1.42  -11.7 2.7 11.6 -7.15
 766 3312.45 2530.83 22.55 0.08 21.47 0.03 19.98 0.15  3.69 0.03  0.46 0.07 -1.79  -60.4 1.4  1.6 -7.22
 767 3313.93 1966.14 22.81 0.05 21.69 0.03 20.28 0.16  3.68 0.02  0.37 0.06 -1.91  -55.8 1.3  1.8 -7.35
 768 3314.80 2523.83 21.81 0.05 20.66 0.02 19.88 0.20  3.67 0.02  0.78 0.06 -1.86  -23.6 1.1  0.5 -7.03
 769 3314.82 3651.99 21.00 0.04 19.99 0.02 18.06 0.18  3.70 0.02  1.05 0.06 -0.98  -97.7 2.0  0.6 -6.31
 770 3315.61  589.48 19.52 0.07 19.13 0.04 16.13 0.19  3.86 0.03  1.53 0.07 -0.17 -251.5 2.3  2.6 -5.64
 771 3317.04 2518.60 22.16 0.05 20.84 0.05 19.61 0.19  3.65 0.02  0.72 0.06 -1.66  -47.0 0.8  0.3 -6.63
 772 3317.14  227.25 19.47 0.03 19.41 0.02 18.70 0.15  3.95 0.04  1.57 0.07 -1.48  -14.7 2.2  3.9 -7.09
 773 3318.16 2856.41 21.89 0.05 20.94 0.06 18.42 0.20  3.72 0.03  0.67 0.07 -1.09 -178.5 1.7  1.5 -6.57
 774 3318.68 1958.00 22.55 0.05 21.35 0.02 19.46 0.20  3.67 0.02  0.51 0.06 -1.54  -98.3 1.1  0.8 -6.80
 775 3319.73 4214.78 20.41 0.05 20.23 0.04 18.17 0.20  3.92 0.03  1.17 0.07 -1.03  -91.3 1.7  6.8 -6.68
 776 3320.47 1961.49 23.23 0.06 22.42 0.02 19.97 0.20  3.75 0.03  0.10 0.07 -1.72 -156.3 1.0 18.9 -7.34
 777 3320.57  717.58 19.72 0.01 19.70 0.02 18.64 0.14  3.97 0.05  1.48 0.08 -1.35  -26.8 2.1  4.4 -7.01
 778 3320.69 2147.30 20.18 0.03 19.78 0.03 18.88 0.19  3.86 0.03  1.27 0.07 -1.48  -21.0 1.9  4.3 -7.01
 779 3322.35 2721.75 18.80 0.04 19.10 0.03 17.71 0.17  4.39 0.20  2.77 0.21 -0.95  -32.4 4.6  6.3 -7.15
 780 3323.38 3620.23 18.88 0.03 18.90 0.06 17.73 0.22  4.00 0.09  1.87 0.10 -0.97  -29.9 2.7  2.5 -6.61
 781 3325.21 2590.77 19.13 0.02 19.39 0.02 18.54 0.13  4.31 0.17  2.47 0.18 -1.44  -13.3 4.0  7.8 -7.58
 782 3329.25 3132.84 19.58 0.03 19.60 0.02 18.43 0.16  3.99 0.07  1.58 0.09 -1.25  -30.0 2.2 14.2 -6.94
 783 3329.58 1766.37 23.25 0.03 22.33 0.02 21.20 0.18  3.72 0.03  0.12 0.07 -2.33  -35.9 1.1 10.8 -7.92
 784 3330.73 1866.46 23.82 0.05 22.62 0.03 21.38 0.20  3.67 0.02  0.00 0.06 -2.37  -46.1 1.1  4.0 -7.89
 785 3333.52 3068.76 21.93 0.03 21.00 0.02 20.18 0.17  3.72 0.02  0.65 0.06 -1.98  -23.0 1.7  1.5 -7.48
 786 3336.61 4058.04 18.60 0.02 18.68 0.02 17.32 0.17  4.05 0.12  2.07 0.13 -0.78  -35.6 3.0  9.6 -6.47
 787 3339.12 2263.69 19.89 0.03 19.10 0.03 16.86 0.04  3.76 0.03  1.43 0.07 -0.49 -124.9 2.9  1.0 -5.90
 788 3340.97 3312.67 21.28 0.03 20.51 0.02 18.58 0.14  3.76 0.03  0.87 0.07 -1.19  -89.9 1.8  3.9 -6.69
 789 3341.14 3227.55 23.03 0.04 21.86 0.03 20.97 0.14  3.67 0.02  0.30 0.06 -2.27  -28.3 1.2  1.7 -7.68
 790 3341.93 2475.72 20.40 0.04 19.64 0.03 18.59 0.20  3.76 0.03  1.22 0.07 -1.31  -29.9 2.4  1.8 -6.76
 791 3342.13 2478.71 20.20 0.03 19.43 0.03 18.45 0.17  3.76 0.03  1.30 0.07 -1.27  -26.7 2.6  1.5 -6.71
 792 3342.28 2792.85 18.86 0.02 18.19 0.02 17.52 0.12  3.79 0.03  1.82 0.07 -1.00  -15.2 3.4  0.8 -6.35
 793 3343.78 3254.00 20.14 0.03 19.34 0.03 18.50 0.16  3.75 0.03  1.33 0.07 -1.32  -21.7 2.7  1.2 -6.75
 794 3344.95  230.93 22.90 0.02 22.09 0.04 21.33 0.19  3.75 0.03  0.23 0.07 -2.48  -18.8 1.1 14.3 -8.07
 795 3347.78 1607.75 20.95 0.02 20.04 0.03 18.79 0.10  3.72 0.03  1.04 0.07 -1.34  -42.3 2.2  0.8 -6.77
 796 3348.89 2097.89 19.16 0.02 19.22 0.03 18.49 0.13  4.03 0.10  1.81 0.12 -1.42  -12.8 2.6 12.0 -7.14
 797 3349.21 2043.46 23.26 0.07 21.86 0.04 20.54 0.18  3.64 0.02  0.32 0.06 -2.02  -54.0 0.7  0.8 -7.16
 798 3350.74  788.72 18.90 0.01 18.65 0.02 18.05 0.11  3.90 0.03  1.77 0.07 -1.25  -12.4 2.6  2.1 -6.73
 799 3351.81 1384.17 22.64 0.03 21.88 0.02 20.54 0.18  3.76 0.03  0.32 0.07 -2.04  -44.4 1.1 13.5 -7.62
 800 3352.53 2560.43 19.80 0.03 19.30 0.03 18.08 0.19  3.84 0.03  1.43 0.07 -1.09  -34.3 2.2  2.6 -6.55
 801 3353.35 2817.60 18.92 0.02 19.13 0.03 16.98 0.19  4.23 0.17  2.35 0.18 -0.56  -87.6 3.7  8.2 -6.55
 802 3353.58 1308.80 19.03 0.02 19.18 0.01 18.17 0.14  4.14 0.16  2.10 0.17 -1.21  -20.2 3.1  9.6 -7.08
 803 3354.42 1467.25 23.00 0.05 21.69 0.03 20.05 0.20  3.65 0.02  0.38 0.06 -1.79  -77.3 0.9  0.9 -7.00
 804 3355.02 2807.17 18.03 0.07 17.97 0.06 16.35 0.17  3.95 0.05  2.14 0.08 -0.34  -56.4 3.3  1.3 -5.84
 805 3355.75 2287.58 20.20 0.03 19.40 0.03 18.23 0.15  3.75 0.03  1.31 0.07 -1.14  -35.7 2.7  1.1 -6.57
 806 3360.30 2111.94 21.74 0.04 20.84 0.03 19.37 0.18  3.73 0.03  0.72 0.07 -1.55  -55.1 1.8  1.4 -7.05
 807 3360.37 2321.36 21.58 0.03 20.33 0.06 19.50 0.16  3.66 0.02  0.92 0.06 -1.69  -26.7 0.9  0.2 -6.68
 808 3363.32 3257.86 20.97 0.03 19.86 0.03 19.27 0.06  3.68 0.02  1.10 0.06 -1.68  -16.7 1.4  0.3 -6.78
 809 3363.67 1686.33 22.39 0.03 21.57 0.02 20.14 0.20  3.75 0.03  0.43 0.07 -1.86  -51.1 1.3  7.6 -7.42
 810 3364.88  490.25 19.97 0.02 19.89 0.02 18.61 0.21  3.95 0.04  1.36 0.07 -1.29  -35.9 1.9  5.8 -6.94
 811 3365.26  770.01 20.10 0.03 20.06 0.02 18.66 0.20  3.96 0.05  1.32 0.08 -1.29  -43.8 1.9 16.7 -6.99
 812 3365.27 2401.88 20.73 0.02 19.95 0.03 18.82 0.11  3.76 0.03  1.09 0.07 -1.38  -34.0 2.2  2.1 -6.86
 813 3367.32 2357.69 20.23 0.02 19.48 0.02 18.41 0.18  3.77 0.03  1.28 0.07 -1.24  -30.5 2.5  1.6 -6.68
 814 3368.03 1173.59 18.67 0.02 18.86 0.02 17.62 0.16  4.21 0.17  2.40 0.18 -0.93  -28.3 3.8  7.8 -6.87
 815 3369.70 2493.06 19.42 0.03 18.72 0.03 18.13 0.11  3.78 0.03  1.60 0.07 -1.28  -13.0 3.0  1.1 -6.67
 816 3371.57 3232.57 20.96 0.05 20.27 0.03 18.72 0.18  3.78 0.03  0.98 0.07 -1.29  -56.0 1.8  4.6 -6.76
 817 3371.80 2296.65 18.64 0.02 18.82 0.02 17.92 0.17  4.19 0.17  2.39 0.18 -1.15  -15.6 3.8  7.8 -7.08
 818 3372.66 1592.30 19.58 0.02 19.58 0.02 18.95 0.13  3.98 0.06  1.56 0.08 -1.62  -12.0 2.2 14.6 -7.29
 819 3373.89 3184.62 20.49 0.02 19.67 0.02 18.84 0.09  3.75 0.03  1.20 0.07 -1.46  -21.6 2.5  1.3 -6.91
 820 3374.79 2740.24 18.21 0.02 18.53 0.02 16.86 0.18  4.42 0.19  3.08 0.20 -0.56  -46.6 4.8  5.1 -6.70
 821 3379.60 1674.97 23.17 0.04 22.41 0.03 21.00 0.21  3.76 0.03  0.11 0.07 -2.21  -48.4 1.0 31.2 -7.85
 822 3383.77 2217.55 20.58 0.05 19.97 0.04 19.44 0.14  3.81 0.03  1.13 0.07 -1.85  -10.6 1.9  4.2 -7.32
 823 3385.65 3242.07 20.60 0.05 19.48 0.07 18.69 0.17  3.68 0.02  1.25 0.06 -1.39  -23.8 1.5  0.2 -6.45
 824 3386.56 3472.88 18.31 0.02 18.66 0.02 16.92 0.18  4.48 0.19  3.16 0.20 -0.58  -49.6 4.9  5.0 -6.80
 825 3387.46 2369.88 19.25 0.03 19.38 0.03 18.43 0.16  4.12 0.16  1.97 0.17 -1.32  -18.5 2.9 10.7 -7.19
 826 3387.49 3162.63 18.74 0.02 18.56 0.01 17.98 0.12  3.92 0.03  1.84 0.07 -1.27  -10.2 2.8  1.7 -6.78
 827 3387.81 3129.76 21.72 0.05 20.77 0.05 20.03 0.18  3.72 0.03  0.74 0.07 -1.95  -20.3 1.8  1.3 -7.42
 828 3388.42 2156.85 19.91 0.05 19.61 0.03 18.49 0.14  3.89 0.03  1.37 0.07 -1.27  -30.9 2.0  3.9 -6.82
 829 3388.48 3251.93 22.88 0.07 22.06 0.05 19.71 0.19  3.75 0.03  0.24 0.07 -1.62 -141.6 1.1 13.1 -7.20
 830 3388.68 1826.20 21.24 0.05 20.38 0.02 19.56 0.21  3.74 0.03  0.90 0.07 -1.75  -21.7 2.0  1.4 -7.22
 831 3392.57 2344.72 20.24 0.04 19.63 0.05 17.73 0.18  3.81 0.03  1.26 0.07 -0.86  -82.2 2.1  3.2 -6.31
 832 3394.17 3410.88 21.81 0.05 21.35 0.03 19.90 0.17  3.85 0.03  0.62 0.07 -1.78  -46.6 1.3 26.3 -7.44
 833 3394.21 2763.28 19.63 0.03 19.34 0.03 18.29 0.17  3.89 0.03  1.48 0.07 -1.20  -27.5 2.1  3.5 -6.73
 834 3395.10 3582.94 18.45 0.02 18.77 0.02 16.57 0.16  4.42 0.19  2.99 0.20 -0.40  -85.8 4.9  0.7 -6.59
 835 3397.41 3289.60 19.79 0.02 19.16 0.02 18.02 0.09  3.80 0.03  1.44 0.07 -1.07  -32.6 2.4  2.1 -6.48
 836 3397.95 1083.09 19.85 0.02 19.89 0.02 18.64 0.21  4.01 0.08  1.50 0.10 -1.32  -32.7 2.1 15.4 -7.07
 837 3398.63 2692.75 18.98 0.04 18.58 0.02 17.41 0.19  3.86 0.03  1.75 0.07 -0.83  -32.1 2.7  1.8 -6.27
 838 3399.27 3584.17 19.14 0.02 19.25 0.02 17.53 0.22  4.08 0.14  1.93 0.16 -0.81  -56.0 2.8 10.9 -6.61
 839 3400.21 2737.92 17.98 0.02 18.25 0.03 16.79 0.16  4.34 0.18  2.99 0.19 -0.57  -36.2 4.8  0.6 -6.59
 840 3400.91 2116.09 21.25 0.06 20.56 0.04 19.33 0.18  3.78 0.04  0.87 0.07 -1.58  -37.3 1.6  5.7 -7.08
 841 3402.03 2986.28 20.49 0.05 19.96 0.03 18.63 0.17  3.83 0.03  1.16 0.07 -1.29  -40.0 1.9  4.5 -6.78
 842 3403.76 2606.91 18.86 0.03 18.67 0.02 17.78 0.16  3.91 0.03  1.79 0.07 -1.05  -19.9 2.6  2.3 -6.55
 843 3404.72 3463.25 19.37 0.02 18.84 0.02 17.73 0.13  3.83 0.03  1.60 0.07 -0.97  -29.4 2.6  1.8 -6.39
 844 3406.42 2406.13 20.66 0.08 20.02 0.04 19.01 0.18  3.80 0.04  1.10 0.07 -1.50  -26.7 1.9  4.2 -6.97
 845 3406.48 2782.57 20.34 0.02 19.37 0.01 17.95 0.12  3.71 0.02  1.30 0.06 -0.99  -53.5 2.5  0.4 -6.31
 846 3409.67 4079.91 20.75 0.08 20.19 0.03 17.73 0.18  3.82 0.04  1.06 0.07 -0.83 -146.9 1.7  5.5 -6.33
 847 3411.84 2309.83 19.71 0.04 18.84 0.05 17.97 0.05  3.74 0.03  1.52 0.07 -1.10  -23.9 3.0  0.3 -6.44
 848 3412.62 2538.82 18.98 0.04 18.30 0.03 17.73 0.14  3.79 0.03  1.77 0.07 -1.12  -12.4 3.3  0.8 -6.49
 849 3413.92 3114.78 21.48 0.06 20.75 0.03 19.64 0.20  3.77 0.03  0.78 0.07 -1.72  -32.1 1.6  5.5 -7.24
 850 3414.22 2088.75 21.60 0.04 20.73 0.02 19.01 0.17  3.73 0.03  0.76 0.07 -1.38  -73.4 1.8  2.0 -6.89
 851 3415.16 3047.27 19.75 0.04 19.83 0.05 19.08 0.16  4.04 0.13  1.59 0.14 -1.65  -13.0 2.3 14.1 -7.44
 852 3417.18 3117.37 18.93 0.02 19.10 0.02 18.38 0.09  4.16 0.16  2.20 0.17 -1.42  -10.7 3.3  9.1 -7.32
 853 3417.38 2544.39 18.03 0.02 18.35 0.01 17.02 0.14  4.42 0.19  3.14 0.20 -0.69  -29.0 4.8  5.0 -6.78
 854 3417.45 1721.09 20.04 0.04 19.99 0.05 18.09 0.19  3.96 0.05  1.34 0.08 -1.01  -79.8 1.9 16.8 -6.69
 855 3417.56 4381.51 18.93 0.04 19.22 0.02 17.06 0.20  4.37 0.19  2.68 0.20 -0.59  -84.1 4.5  6.5 -6.79
 856 3419.25 3216.37 19.51 0.03 19.66 0.02 18.90 0.15  4.15 0.16  1.93 0.18 -1.60  -12.2 2.8 11.4 -7.53
 857 3420.85 2539.77 18.24 0.04 17.91 0.03 16.88 0.14  3.88 0.03  2.04 0.07 -0.65  -26.3 3.3  1.0 -6.05
 858 3423.36 1655.46 19.73 0.02 19.68 0.02 18.96 0.14  3.96 0.04  1.47 0.07 -1.57  -15.2 2.1  4.4 -7.23
 859 3424.08 1677.55 19.77 0.02 19.87 0.03 19.12 0.16  4.07 0.14  1.65 0.15 -1.68  -12.3 2.3 13.9 -7.52
 860 3425.43 2594.93 18.96 0.03 19.06 0.03 17.40 0.17  4.07 0.14  1.97 0.15 -0.77  -51.8 2.9 10.7 -6.52
 861 3426.89 3916.94 19.38 0.06 18.65 0.02 17.06 0.20  3.77 0.03  1.62 0.07 -0.62  -60.3 3.1  0.9 -6.00
 862 3428.20 3912.09 19.94 0.06 19.43 0.02 17.36 0.18  3.83 0.03  1.37 0.07 -0.70  -96.1 2.1  3.1 -6.16
 863 3429.74 2597.24 19.32 0.03 18.76 0.03 17.84 0.18  3.82 0.03  1.63 0.07 -1.06  -22.2 2.7  1.7 -6.47
 864 3430.04 2832.18 19.03 0.02 19.20 0.02 17.31 0.20  4.16 0.16  2.15 0.18 -0.71  -65.8 3.2  9.6 -6.62
 865 3430.06 1064.99 19.08 0.02 19.20 0.02 17.82 0.22  4.11 0.16  2.01 0.17 -0.98  -36.4 3.0 10.3 -6.81
 866 3431.90 1285.83 22.95 0.06 21.66 0.04 20.14 0.14  3.65 0.02  0.39 0.06 -1.84  -66.4 0.9  0.9 -7.06
 867 3432.21 1890.42 21.52 0.03 20.75 0.03 19.87 0.17  3.76 0.03  0.77 0.07 -1.86  -22.9 1.7  4.2 -7.39
 868 3433.16 2356.96 18.57 0.02 18.77 0.03 17.69 0.13  4.22 0.17  2.48 0.18 -1.00  -21.8 4.0  7.2 -6.95
 869 3433.53 2868.07 21.57 0.09 20.78 0.04 18.83 0.16  3.76 0.04  0.76 0.07 -1.29  -92.4 1.7  4.7 -6.80
 870 3439.26 2614.64 18.07 0.02 18.22 0.02 17.53 0.11  4.15 0.16  2.50 0.17 -1.09  -10.3 4.0  6.8 -6.89
 871 3440.44 3263.53 23.27 0.08 22.72 0.05 19.82 0.18  3.82 0.04  0.05 0.07 -1.65 -229.0 1.0 38.4 -7.44
 872 3444.42 1535.41 21.58 0.03 21.08 0.03 19.88 0.19  3.84 0.03  0.72 0.07 -1.81  -33.6 1.4 12.6 -7.42
 873 3445.74 2643.53 18.93 0.02 18.69 0.02 18.02 0.16  3.90 0.03  1.76 0.07 -1.21  -14.2 2.6  2.1 -6.70
 874 3447.07 1913.89 20.01 0.02 19.34 0.03 18.60 0.11  3.79 0.03  1.36 0.07 -1.40  -17.5 2.4  2.0 -6.83
 875 3448.78 3268.64 21.60 0.06 20.69 0.04 19.49 0.19  3.73 0.03  0.77 0.07 -1.63  -39.6 1.8  1.2 -7.11
 876 3449.43 3552.63 18.08 0.02 18.53 0.02 16.75 0.21  4.54 3.73  3.37 3.73 -0.51  -48.6 2.3  0.5 -6.42
 877 3450.04 2494.41 17.95 0.03 18.03 0.03 17.10 0.08  4.04 0.12  2.33 0.14 -0.80  -18.3 3.5  1.3 -6.42
 878 3451.84 3237.62 19.39 0.02 19.46 0.02 18.49 0.18  4.03 0.11  1.73 0.12 -1.33  -20.2 2.5 12.8 -7.08
 879 3456.42 3446.64 19.64 0.08 19.56 0.05 16.77 0.19  3.95 0.05  1.49 0.08 -0.43 -199.9 2.1  4.2 -6.06
 880 3457.02 2717.61 19.39 0.02 18.61 0.02 17.62 0.12  3.76 0.03  1.62 0.07 -0.94  -27.4 3.3  0.7 -6.31
 881 3458.67 2454.57 18.00 0.06 18.33 0.06 17.09 0.09  4.44 0.21  3.20 0.22 -0.74  -24.8 4.9  5.0 -6.86
 882 3459.08 2306.85 20.13 0.04 19.20 0.07 18.65 0.11  3.72 0.03  1.37 0.07 -1.47  -13.9 2.7  0.4 -6.81
 883 3459.75 2662.39 19.45 0.06 19.30 0.03 18.04 0.18  3.92 0.03  1.55 0.07 -1.07  -33.7 2.2  3.8 -6.64
 884 3461.58 2870.12 19.08 0.05 19.14 0.03 18.28 0.16  4.02 0.11  1.83 0.13 -1.28  -16.8 2.6 11.7 -6.98
 885 3463.28 2011.88 21.52 0.04 20.46 0.03 19.50 0.19  3.69 0.02  0.86 0.06 -1.67  -30.2 1.6  0.6 -6.98
 886 3463.59 1463.97 21.91 0.05 21.04 0.03 20.33 0.18  3.74 0.03  0.64 0.07 -2.09  -18.2 1.6  4.0 -7.61
 887 3464.61 1724.80 22.89 0.05 22.45 0.03 20.62 0.20  3.85 0.03  0.19 0.07 -2.03  -73.3 1.1 34.6 -7.83
 888 3464.67 2791.15 18.05 0.02 18.08 0.03 16.97 0.06  4.00 0.07  2.20 0.10 -0.67  -27.4 3.3  1.4 -6.24
 889 3465.54 3176.01 19.66 0.02 19.77 0.02 18.42 0.18  4.08 0.14  1.72 0.15 -1.23  -34.2 2.4 13.1 -7.07
 890 3466.97 3967.53 20.55 0.06 20.10 0.02 18.22 0.19  3.85 0.03  1.12 0.07 -1.06  -78.4 1.7  5.9 -6.59
 891 3467.43 2671.17 20.15 0.03 19.29 0.02 18.56 0.20  3.74 0.03  1.34 0.07 -1.37  -18.8 2.8  0.5 -6.77
 892 3468.09 3542.93 20.99 0.06 20.22 0.04 17.89 0.19  3.76 0.03  0.98 0.07 -0.90 -136.8 2.0  2.6 -6.39
 893 3468.11 2413.89 19.52 0.06 18.79 0.07 18.20 0.14  3.77 0.04  1.56 0.07 -1.30  -13.2 3.1  0.9 -6.70
 894 3468.61 3108.41 19.72 0.03 19.71 0.02 19.11 0.14  3.98 0.06  1.49 0.08 -1.70  -11.3 2.1 14.6 -7.37
 895 3469.42 1106.66 20.45 0.04 19.45 0.02 17.51 0.14  3.71 0.02  1.27 0.06 -0.76  -99.2 2.3  0.4 -6.05
 896 3471.05 2698.83 18.94 0.04 18.43 0.03 17.17 0.17  3.83 0.03  1.77 0.07 -0.72  -36.3 3.0  1.3 -6.12
 897 3472.05 2171.40 20.59 0.06 19.49 0.03 18.80 0.06  3.69 0.02  1.25 0.06 -1.46  -19.9 1.5  0.2 -6.55
 898 3473.01 1184.19 22.07 0.07 21.06 0.06 20.16 0.17  3.70 0.03  0.62 0.07 -1.95  -27.1 1.6  1.4 -7.40
 899 3476.16 1884.74 21.63 0.04 20.50 0.07 19.77 0.15  3.68 0.02  0.85 0.06 -1.84  -21.5 1.3  0.5 -7.03
 900 3477.43 2570.98 18.90 0.06 19.11 0.07 18.18 0.09  4.24 0.22  2.40 0.23 -1.24  -16.7 3.8  7.7 -7.26
 901 3477.49 2160.84 21.42 0.06 20.38 0.05 18.78 0.16  3.70 0.03  0.89 0.07 -1.30  -68.2 1.7  0.7 -6.64
 902 3478.87 2126.05 21.14 0.05 20.28 0.03 19.51 0.17  3.74 0.03  0.94 0.07 -1.74  -20.0 2.0  1.4 -7.21
 903 3483.02 2743.67 20.06 0.03 19.38 0.02 18.70 0.17  3.79 0.03  1.34 0.07 -1.47  -15.4 2.4  2.0 -6.90
 904 3485.49 3844.67 18.97 0.03 18.91 0.01 17.06 0.18  3.95 0.04  1.77 0.07 -0.60  -74.4 2.5  2.6 -6.18
 905 3488.01 3118.22 19.25 0.02 19.34 0.02 18.43 0.16  4.06 0.13  1.85 0.15 -1.34  -17.2 2.7 11.7 -7.12
 906 3489.49 3260.16 20.53 0.03 19.81 0.02 17.89 0.17  3.78 0.03  1.16 0.07 -0.92  -86.7 2.2  2.5 -6.38
 907 3490.40 2661.79 20.11 0.05 19.38 0.03 18.46 0.20  3.77 0.03  1.33 0.07 -1.29  -23.9 2.5  1.6 -6.73
 908 3496.01 2670.28 19.56 0.04 18.80 0.03 18.06 0.18  3.76 0.03  1.55 0.07 -1.19  -17.8 3.1  0.9 -6.58
 909 3496.39 2610.69 18.78 0.02 18.98 0.03 18.17 0.15  4.24 0.17  2.43 0.18 -1.28  -13.4 3.9  7.8 -7.28
 910 3500.07 2885.03 18.80 0.04 18.99 0.04 17.61 0.20  4.21 0.18  2.36 0.19 -0.90  -34.3 3.7  7.9 -6.86
 911 3500.64 3529.13 19.82 0.05 19.02 0.02 17.43 0.19  3.75 0.03  1.46 0.07 -0.77  -60.7 3.0  0.8 -6.17
 912 3500.77 2388.63 18.55 0.03 18.45 0.04 17.42 0.04  3.94 0.04  1.92 0.07 -0.87  -24.4 2.9  1.7 -6.40
 913 3505.17 3275.70 19.25 0.02 18.95 0.03 18.33 0.13  3.89 0.03  1.63 0.07 -1.36  -12.6 2.4  2.4 -6.86
 914 3505.88 2568.62 18.28 0.06 18.51 0.08 17.72 0.12  4.26 0.23  2.68 0.24 -1.14  -11.5 4.4  5.9 -7.11
 915 3506.05  452.19 20.24 0.03 19.73 0.03 18.70 0.20  3.83 0.03  1.25 0.07 -1.37  -26.1 2.0  3.7 -6.86
